EmployeeID,PerformanceID,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
7054-B62C,PR1853,4,3,3,2,1,5,5,4
9756-3EAB,PR1854,5,5,3,3,1,4,3,2
4304-4B4E,PR1855,5,3,5,1,1,2,4,3
4CA1-F139,PR1856,5,3,5,2,0,2,4,3
8892-77D8,PR1857,4,5,3,1,1,5,4,4
D061-5CAD,PR1858,4,4,4,2,2,4,4,3
BD94-98E0,PR1859,3,3,5,1,0,4,4,3
2C0F-AAE2,PR186,4,3,2,1,0,2,5,4
ABB0-9B03,PR1860,5,2,2,2,0,3,3,2
F2BA-F63A,PR1861,3,2,3,1,0,5,3,3
6543-091E,PR1862,5,2,3,1,2,3,3,3
EAB1-2EB2,PR1863,4,3,3,3,0,2,4,3
1158-9E23,PR1864,5,2,4,2,0,4,4,4
3476-CA56,PR1865,5,2,4,1,1,4,3,2
4CD7-B91C,PR1866,4,5,3,2,1,4,5,5
6BAB-8D77,PR1867,5,4,3,1,0,5,5,5
FADC-21F2,PR1868,3,5,5,3,0,3,5,5
2E25-987F,PR1869,5,5,3,1,0,2,5,5
9E8E-F2FF,PR187,5,4,4,3,2,3,5,4
2637-BDCD,PR1870,5,2,5,1,0,5,4,3
342B-0932,PR1871,3,5,5,3,3,2,5,5
ACA5-348E,PR1872,5,2,4,2,3,2,5,5
6DEB-F440,PR1873,5,3,3,2,0,3,5,5
354B-3BC6,PR1874,3,4,3,1,0,3,3,3
C95B-FE97,PR1875,5,3,5,1,0,5,5,4
EB81-3E51,PR1876,4,5,3,3,2,5,5,4
2D25-CAE8,PR1877,4,5,4,3,0,2,4,3
494B-7047,PR1878,3,4,3,2,0,2,4,4
0846-2064,PR1879,3,4,5,2,2,3,5,5
9862-8904,PR188,3,2,4,3,0,5,5,4
95E0-CCA0,PR1880,4,2,5,3,3,3,3,2
68C4-272C,PR1881,3,2,3,2,0,3,4,3
0742-C802,PR1882,4,5,2,3,2,5,5,5
1D74-2661,PR1883,4,4,3,2,1,5,4,3
F4A3-2126,PR1884,5,5,3,3,2,5,3,3
24FA-A637,PR1885,5,2,3,3,1,3,5,5
9071-14B2,PR1886,4,2,5,1,0,2,3,2
9624-0464,PR1887,3,5,5,2,1,4,5,4
7B96-B655,PR1888,4,2,3,2,1,3,3,2
DE7D-7757,PR1889,5,3,3,2,2,3,4,4
0CFA-28A3,PR189,3,4,4,1,0,3,4,3
6828-1F30,PR1890,4,4,4,3,3,3,4,4
A4E5-CE62,PR1891,3,4,3,2,1,3,5,5
2926-D386,PR1892,5,3,5,1,2,2,3,2
1FAC-768D,PR1893,3,5,3,3,1,4,5,4
60A3-AFA2,PR1894,4,5,4,3,2,3,3,2
3B11-DF28,PR1895,5,2,4,1,0,4,5,5
4FAC-96CB,PR1896,5,3,3,3,0,3,4,3
EFA2-B2D0,PR1897,3,4,3,1,0,2,5,4
200B-1979,PR1898,5,2,5,2,1,5,3,2
8EF9-CECD,PR1899,4,5,5,1,0,2,3,2
B5C6-A760,PR19,3,4,5,2,0,3,3,2
8DB6-5FC6,PR190,4,4,3,2,2,2,5,4
AFE1-76D3,PR1900,5,3,4,3,2,4,5,4
E927-46D7,PR1901,4,3,2,3,1,2,5,4
A859-9A84,PR1902,3,3,5,3,1,4,3,2
E55D-FCA0,PR1903,5,2,3,2,1,2,5,4
9385-321B,PR1904,4,2,5,2,1,5,3,3
B529-2745,PR1905,3,5,5,3,1,4,5,4
EF95-30A5,PR1906,5,2,3,3,1,2,3,3
86E9-319B,PR1907,4,5,5,2,1,5,4,4
9C27-3F5C,PR1908,4,4,5,3,1,2,3,2
54D0-5A71,PR1909,4,5,5,1,0,3,5,4
3044-EB49,PR191,3,3,3,2,1,3,5,5
C560-23D6,PR1910,5,4,3,1,1,2,4,3
EE12-1C73,PR1911,3,5,2,1,0,4,5,4
91C6-564B,PR1912,3,2,4,3,1,3,3,3
A0EC-C4AE,PR1913,5,4,2,2,0,3,4,4
84D8-1A04,PR1914,5,5,3,2,1,3,3,3
DA17-A31F,PR1915,4,2,5,2,3,2,5,4
AB3B-98D9,PR1916,4,3,4,1,0,2,4,3
37D7-54B9,PR1917,5,2,3,2,0,4,4,4
9C7D-E1B1,PR1918,5,4,3,2,1,3,4,3
5EB3-47F6,PR1919,3,5,4,1,1,5,4,4
43DD-6998,PR192,5,2,2,3,0,2,4,3
F1A8-7140,PR1920,4,4,4,2,1,4,5,4
F546-D965,PR1921,3,5,5,3,1,2,3,2
4BED-C7C2,PR1922,3,3,3,2,2,4,4,3
040C-EDED,PR1923,4,2,5,1,0,2,4,4
B34E-95FF,PR1924,4,2,4,1,1,5,3,2
449E-0EB7,PR1925,3,4,2,1,1,2,4,3
0FC3-2572,PR1926,5,2,5,2,0,5,5,5
29AC-099C,PR1927,3,2,5,2,1,3,4,4
A42A-4000,PR1928,4,3,5,3,3,4,4,3
F83C-CA1D,PR1929,4,4,3,3,3,5,4,4
08E4-D3D5,PR193,5,3,4,2,2,5,4,4
2B5B-7A52,PR1930,5,5,2,2,2,5,3,3
66D5-3142,PR1931,5,4,4,2,0,5,3,2
0F53-9877,PR1932,4,2,3,2,0,3,4,3
4D95-ECAD,PR1933,5,2,4,3,1,2,4,3
D8B3-30D2,PR1934,4,2,3,2,0,5,5,5
29C2-1A3F,PR1935,5,3,4,3,1,5,3,2
BC5E-3B7B,PR1936,3,5,4,1,1,2,5,5
7A1F-F1A3,PR1937,3,2,5,3,3,2,4,3
AB61-2A7E,PR1938,5,3,4,2,0,5,4,3
5A29-B9F4,PR1939,5,5,5,2,1,5,5,4
939F-2461,PR194,4,4,3,3,1,5,4,4
98EE-8547,PR1940,5,5,3,1,3,3,5,4
E071-137E,PR1941,3,4,2,3,1,2,3,3
BD33-DB2F,PR1942,4,2,2,3,1,3,5,5
5000-8203,PR1943,5,4,4,2,3,2,4,3
626D-4669,PR1944,4,5,5,3,1,4,5,4
A067-9F4F,PR1945,5,2,4,3,2,3,4,4
E210-F193,PR1946,5,3,3,3,0,3,3,2
9DB8-F763,PR1947,5,3,4,1,0,4,5,4
E28D-424B,PR1948,5,4,5,1,1,2,5,4
D8F6-DED3,PR1949,5,5,2,1,2,4,5,4
4BE1-4A7B,PR195,4,5,5,3,3,2,5,4
8182-6AE6,PR1950,3,4,4,2,1,4,5,5
E55E-9436,PR1951,3,2,3,1,3,5,4,3
F9BA-C7C8,PR1952,3,3,2,2,3,2,3,2
9ED3-ED64,PR1953,3,3,2,1,1,5,5,4
9A9B-630B,PR1954,4,5,2,2,1,3,5,5
3C73-12A0,PR1955,4,2,2,2,1,3,3,2
D9AE-B32C,PR1956,5,2,5,1,1,5,4,4
A072-D80B,PR1957,4,2,4,3,0,3,5,5
781F-6C21,PR1958,5,2,2,1,1,4,5,4
E8D3-CABA,PR1959,5,2,3,2,0,3,3,2
666A-B076,PR196,4,4,5,1,1,2,4,3
6010-A052,PR1960,4,4,2,1,0,2,3,2
F0C3-4859,PR1961,5,3,4,3,2,3,3,3
0317-B7BC,PR1962,3,5,5,3,0,2,4,4
AFA8-5058,PR1963,3,2,5,2,0,2,4,4
0E85-1FC5,PR1964,5,3,4,1,1,2,4,3
874D-5D4C,PR1965,4,5,4,1,1,3,3,2
6C42-A719,PR1966,3,2,3,3,1,5,3,2
7BA2-EBDE,PR1967,4,4,4,3,0,4,5,4
00B0-F199,PR1968,4,2,4,2,1,4,5,4
6C7E-91CB,PR1969,3,3,2,2,1,3,4,4
4D07-1452,PR197,5,5,3,2,1,2,4,4
68D1-F434,PR1970,3,5,5,1,1,4,4,4
D4DF-162F,PR1971,3,3,5,3,2,3,5,5
BC43-E62B,PR1972,5,2,5,3,0,4,4,3
017D-0B97,PR1973,5,4,4,3,1,5,3,2
5AD2-3B02,PR1974,4,3,5,2,1,4,3,2
138C-2AEA,PR1975,3,3,2,3,2,5,5,5
4049-CF88,PR1976,5,4,3,2,1,4,3,2
0FEB-B474,PR1977,5,5,2,3,1,4,3,3
CC1D-5D73,PR1978,5,2,4,2,3,4,5,4
AACC-8B93,PR1979,4,4,5,3,3,5,5,5
D962-9E69,PR198,4,3,2,1,0,4,3,2
0592-D909,PR1980,4,5,5,3,0,4,5,4
3E42-57C8,PR1981,3,2,5,2,0,3,4,4
6313-8E62,PR1982,4,5,2,3,0,2,5,4
437C-4AD0,PR1983,5,4,2,2,0,2,5,4
03D9-FF08,PR1984,5,3,4,2,1,5,5,5
86C5-8987,PR1985,3,4,3,2,1,2,5,5
A1AB-EE7C,PR1986,4,2,3,1,1,3,3,3
5EE9-CFCF,PR1987,5,5,2,1,0,3,5,4
4846-2EC2,PR1988,5,2,5,1,0,3,3,3
9112-D01B,PR1989,4,3,3,2,3,2,3,2
7696-E50D,PR199,4,5,5,2,1,2,4,4
130F-32AB,PR1990,4,5,5,1,2,3,5,4
1E20-2FFF,PR1991,4,4,4,2,1,3,3,2
D676-2084,PR1992,3,4,5,2,3,5,5,5
1BEA-3835,PR1993,5,4,2,2,0,3,4,4
576B-6628,PR1994,5,2,4,2,3,4,3,3
3B2D-9E60,PR1995,3,2,2,3,1,4,4,4
5B0B-B105,PR1996,5,3,2,2,0,4,5,5
BE07-BE80,PR1997,4,4,3,3,2,5,4,4
5B38-57D2,PR1998,5,2,5,1,0,4,3,2
EC6E-7F42,PR1999,5,2,5,1,1,5,5,5
AE9F-5268,PR20,4,3,2,3,0,5,5,4
3F25-EF5E,PR200,5,5,5,3,0,4,3,3
1E2C-A267,PR2000,3,4,2,3,1,5,3,3
90C4-1053,PR2001,5,3,3,2,0,5,5,4
0210-E0D8,PR2002,3,2,4,2,0,5,4,4
45FF-ACE6,PR2003,5,4,5,3,1,2,5,5
FADE-8191,PR2004,3,4,3,2,3,4,5,5
817D-28CE,PR2005,5,4,5,2,1,3,3,3
47C9-BD11,PR2006,4,4,4,2,1,5,3,3
E267-D788,PR2007,5,2,5,1,1,2,4,3
B3A4-91F0,PR2008,5,5,3,2,2,3,4,3
F877-3BF9,PR2009,4,4,2,2,1,4,4,3
55DC-C0F0,PR201,5,4,2,3,1,4,4,3
AAD7-8DDC,PR2010,4,2,4,1,2,3,3,3
6B7D-82DB,PR2011,4,4,3,1,0,3,4,4
D014-7DB2,PR2012,3,3,3,2,2,2,3,3
61F3-DE78,PR2013,4,2,4,3,2,5,4,3
619D-D78F,PR2014,4,4,2,1,0,4,3,2
E6D9-ADEE,PR2015,5,4,4,2,3,5,5,4
06DE-E772,PR2016,5,4,5,1,0,4,4,4
C579-11D1,PR2017,5,2,2,1,1,3,3,3
0172-B5D2,PR2018,5,3,3,2,1,3,3,2
63E0-439B,PR2019,3,2,5,1,1,2,5,5
6957-5180,PR202,4,2,3,3,2,3,3,3
36A3-F0A5,PR2020,5,4,2,3,0,4,5,5
9671-222C,PR2021,5,3,4,1,0,3,4,4
55A7-8D82,PR2022,5,4,3,3,0,5,4,3
E6C8-D659,PR2023,3,5,4,2,1,4,3,2
46C8-1E24,PR2024,3,2,4,3,2,4,4,4
F3A3-10CE,PR2025,5,5,3,2,2,4,3,2
72D8-2284,PR2026,4,5,3,3,2,3,5,4
DE9A-5E67,PR2027,4,5,4,2,0,2,4,3
F126-8059,PR2028,4,2,2,2,2,4,5,5
BD70-7DAE,PR2029,3,5,5,2,2,4,4,3
8640-414A,PR203,4,5,4,2,0,3,4,3
F578-F0C8,PR2030,3,5,2,3,0,4,5,4
7F24-55A3,PR2031,4,4,3,1,1,5,3,2
0B49-32CD,PR2032,3,4,2,1,0,2,3,3
991F-BAF4,PR2033,3,3,4,3,0,5,3,2
BAE6-B5DE,PR2034,3,5,3,1,0,4,4,3
CFE3-312D,PR2035,5,5,2,2,3,5,4,4
F532-0DAF,PR2036,5,3,2,1,0,2,3,3
EC4D-D0F3,PR2037,3,3,3,3,2,2,3,2
9461-9439,PR2038,3,3,4,3,2,4,4,4
7CDB-25C4,PR2039,4,3,5,3,2,3,4,3
E2A0-930A,PR204,3,5,3,2,1,5,3,2
FD95-9EEB,PR2040,4,2,5,2,1,5,5,4
9536-9492,PR2041,3,2,5,1,1,4,3,3
1A7C-19DB,PR2042,4,4,4,1,0,3,4,4
CA1B-0302,PR2043,3,3,4,2,1,3,3,2
5795-08D3,PR2044,5,5,5,1,1,3,4,3
06B9-B79D,PR2045,5,3,2,3,0,4,3,2
A89C-9A1E,PR2046,5,5,3,2,0,5,5,4
781E-4257,PR2047,3,3,3,3,2,2,4,4
2D04-D0A5,PR2048,3,4,4,2,1,4,3,2
30CC-9AD8,PR2049,3,4,4,1,0,4,5,4
C96B-43C7,PR205,5,4,3,1,1,2,4,3
12E5-9BD1,PR2050,5,3,2,3,1,2,5,4
DF94-FD29,PR2051,4,3,3,1,1,3,5,4
23E6-A67A,PR2052,3,3,3,3,0,2,4,3
50FB-5702,PR2053,4,4,3,2,0,3,5,5
04E6-6B61,PR2054,3,3,2,2,1,3,3,2
3F5B-6277,PR2055,5,3,2,2,1,2,4,3
489B-14EC,PR2056,3,2,2,3,1,4,3,2
0F2B-3457,PR2057,3,4,2,2,1,5,3,2
3182-7F44,PR2058,3,5,3,1,2,2,4,4
08AC-30AB,PR2059,4,3,4,1,1,2,3,2
1368-8327,PR206,3,3,5,2,1,4,5,4
9758-DE2F,PR2060,3,2,5,1,1,2,5,4
10C9-925C,PR2061,5,5,2,2,1,3,5,5
B76C-D9CE,PR2062,5,3,5,3,0,3,3,3
56FC-5C6E,PR2063,5,4,2,3,0,4,4,4
218E-AB6F,PR2064,5,2,5,3,0,4,5,4
B0C2-0E3D,PR2065,3,5,4,3,1,5,3,2
D1C6-25BE,PR2066,4,2,4,3,0,4,3,2
801E-9D0E,PR2067,3,3,2,3,0,5,4,3
48B9-8A61,PR2068,5,2,4,2,0,3,4,4
4C88-27A1,PR2069,3,4,2,1,2,4,4,4
C4F0-F933,PR207,3,2,3,2,1,3,5,5
8A18-9075,PR2070,5,4,2,3,0,5,3,2
76FD-F574,PR2071,4,4,2,1,2,3,3,2
81C2-E188,PR2072,3,4,2,3,0,3,5,4
C768-BBF8,PR2073,4,4,2,3,0,4,4,3
8B79-18F1,PR2074,3,3,5,2,0,2,3,3
7FA1-BC64,PR2075,5,5,3,3,3,5,3,2
6FA6-DBB9,PR2076,5,4,4,2,0,5,3,2
4B7E-9DE5,PR2077,3,5,3,3,1,5,4,3
7B30-BAC8,PR2078,3,4,4,3,0,4,3,2
F220-AAA6,PR2079,3,3,2,1,2,3,5,4
20BA-5868,PR208,4,3,5,2,0,3,4,4
E9AB-3F99,PR2080,4,4,3,1,2,3,3,3
40BE-EEAF,PR2081,5,2,2,1,0,4,3,2
1787-DF90,PR2082,3,3,5,2,0,5,5,4
3F3F-E438,PR2083,3,2,3,1,1,2,4,3
F573-D043,PR2084,3,4,2,2,1,4,3,2
8C57-8F84,PR2085,3,3,2,3,3,2,5,5
974D-9F8F,PR2086,5,4,3,3,0,5,3,2
D92F-63AD,PR2087,3,4,3,3,1,5,5,4
617A-5092,PR2088,4,5,4,2,0,4,3,2
55FD-42E9,PR2089,4,5,5,1,1,5,5,4
9E87-533E,PR209,5,4,4,1,3,5,4,3
4C06-7031,PR2090,4,4,2,2,0,5,4,3
3D47-6A75,PR2091,5,4,2,1,1,2,5,4
AF5D-A8C8,PR2092,5,3,4,2,2,4,5,4
B0C8-E3DF,PR2093,3,3,3,2,3,2,5,4
AA19-95BD,PR2094,4,3,5,2,0,5,4,3
B347-DA2D,PR2095,4,5,3,3,0,2,3,3
AFC3-E23F,PR2096,4,5,2,3,1,5,5,4
217C-7180,PR2097,3,4,5,2,2,4,4,3
4FA9-D343,PR2098,3,3,4,1,2,5,5,4
A2AE-FD61,PR2099,5,3,2,3,1,5,3,3
B0B9-19C6,PR21,3,3,2,3,2,5,4,4
AFDF-3DA8,PR210,5,4,2,1,1,2,4,3
8533-B8FA,PR2100,5,4,4,2,3,4,3,3
ADB8-7B07,PR2101,3,4,3,1,0,3,5,4
0D60-C312,PR2102,3,2,2,1,3,5,5,5
A6AA-56AE,PR2103,3,5,3,3,1,4,5,4
31E1-001F,PR2104,3,3,3,2,1,5,3,2
6731-1425,PR2105,5,2,5,2,0,5,5,4
1A82-AF2C,PR2106,5,2,3,1,0,2,5,5
D6BA-10A1,PR2107,5,2,5,2,2,4,5,5
F3D0-41D1,PR2108,5,3,4,1,1,2,5,5
1053-41B1,PR2109,5,3,2,3,3,2,4,3
BC21-2167,PR211,4,2,5,3,0,2,3,2
DDAC-D5FD,PR2110,5,3,5,3,0,5,5,5
8941-0BAC,PR2111,5,4,5,2,1,4,4,3
AA3A-EC19,PR2112,5,4,2,3,3,4,5,5
DDBF-9C79,PR2113,5,3,5,1,0,5,5,5
6819-65F3,PR2114,5,4,5,2,2,4,3,3
3BAB-C57E,PR2115,4,4,3,3,3,5,5,4
BC20-368E,PR2116,3,2,3,1,2,5,4,3
F3AE-DEF2,PR2117,3,2,4,3,0,5,3,2
F5B1-A266,PR2118,5,3,2,2,0,2,4,3
2EB9-9D31,PR2119,4,5,3,2,0,4,3,3
556B-374A,PR212,5,4,3,2,0,3,3,3
0B9A-B6DE,PR2120,4,2,4,2,2,2,4,3
D6F0-006B,PR2121,5,5,3,3,1,2,3,2
51A4-EA6E,PR2122,3,4,2,1,1,2,3,2
3412-9077,PR2123,4,4,2,2,1,5,3,3
6EB1-8442,PR2124,4,2,4,1,2,2,4,4
954A-3829,PR2125,5,2,5,2,1,2,5,4
4F1D-6F75,PR2126,4,5,4,2,0,4,5,4
2BE9-93DB,PR2127,5,4,3,1,0,3,3,3
ED6C-4287,PR2128,4,3,4,2,1,3,5,5
6A3B-A838,PR2129,5,4,3,3,1,5,5,5
D4FD-785B,PR213,3,2,4,2,1,2,5,5
BAA6-30C4,PR2130,3,4,2,2,0,5,3,2
A81C-AB62,PR2131,3,2,4,2,0,3,3,2
001A-8F88,PR2132,5,3,2,2,2,3,3,3
86F7-CA91,PR2133,4,4,3,3,2,2,4,4
EC6A-DD76,PR2134,5,5,4,1,0,4,3,3
F346-3882,PR2135,4,2,4,1,2,4,4,3
BBEF-AC35,PR2136,4,3,4,3,1,4,3,3
AF04-23EA,PR2137,5,5,2,1,0,5,5,5
1A9A-17A3,PR2138,5,5,2,2,1,3,5,4
E164-4C29,PR2139,4,2,3,3,0,4,5,4
C9F5-9B2C,PR214,5,2,2,3,2,3,4,3
F852-C94D,PR2140,3,3,4,2,1,4,4,3
AD81-458F,PR2141,5,4,4,3,2,2,4,3
DD00-92BB,PR2142,5,2,2,3,0,4,5,4
3DBF-E552,PR2143,5,5,3,1,0,3,3,3
C14B-814C,PR2144,5,2,5,1,0,4,4,4
1705-0DE5,PR2145,5,5,2,3,2,3,3,3
0BEE-FC20,PR2146,3,4,2,3,0,2,5,5
7815-7CAF,PR2147,4,4,5,1,0,5,3,2
9404-5428,PR2148,3,3,2,1,2,2,3,3
5F99-4E0B,PR2149,4,5,5,3,3,3,3,2
B70F-B17D,PR215,5,2,4,1,3,3,3,2
8CF5-DC74,PR2150,4,5,3,3,0,3,4,4
11F9-3526,PR2151,4,3,4,1,1,2,4,3
054A-0B94,PR2152,3,3,4,3,1,5,3,3
3F9D-8094,PR2153,5,4,5,1,0,4,5,4
F33A-9C7F,PR2154,3,5,3,1,0,3,5,4
F991-17F5,PR2155,5,2,5,2,0,2,4,4
5F95-70A3,PR2156,4,5,5,1,0,2,3,2
3CCD-CF5F,PR2157,5,3,5,2,1,4,4,3
D5BA-1C8B,PR2158,5,2,5,1,1,3,3,2
1C86-C072,PR2159,3,3,2,3,1,4,4,3
6064-D1F0,PR216,5,4,5,3,0,3,5,5
AD0D-E79F,PR2160,4,2,5,2,0,4,3,3
0375-2F04,PR2161,4,3,4,3,0,3,5,4
D8FC-E2F7,PR2162,5,3,2,3,0,4,3,3
5C56-DA86,PR2163,4,5,5,1,0,4,5,4
DFDC-286C,PR2164,5,4,2,2,2,5,3,2
7985-EB3D,PR2165,4,2,5,2,1,4,3,2
0C54-705D,PR2166,5,4,5,1,1,3,3,3
E529-A8FA,PR2167,3,5,5,3,1,5,4,3
4DE2-9EB3,PR2168,4,3,3,1,1,2,5,4
37DA-C03F,PR2169,5,3,4,3,2,5,5,5
A663-B3DF,PR217,4,2,4,2,2,2,3,2
F9D2-5579,PR2170,4,5,4,3,1,2,5,5
0C5B-2EF4,PR2171,4,3,2,3,1,4,4,3
C509-6E46,PR2172,3,2,3,2,2,5,3,3
7AA0-5766,PR2173,4,3,2,3,2,5,4,3
8E8F-DDC8,PR2174,3,2,2,3,1,2,5,4
03D5-622D,PR2175,5,3,4,1,2,4,5,5
C28E-0CC3,PR2176,5,4,5,1,1,5,5,4
EB66-D679,PR2177,5,4,3,3,2,3,4,3
BEBB-3E92,PR2178,4,2,4,2,1,3,5,5
E911-EAF3,PR2179,5,5,2,2,2,4,5,5
0602-02AB,PR218,4,2,3,1,1,3,4,4
860E-0FA9,PR2180,5,4,4,3,2,3,5,5
7A98-768E,PR2181,4,2,2,1,1,2,4,3
A5CD-8AB8,PR2182,5,2,2,3,2,5,5,5
4268-9EAD,PR2183,4,4,4,2,0,2,5,4
B324-A703,PR2184,5,5,4,3,3,5,4,3
A12D-DAF8,PR2185,5,3,4,3,0,3,5,4
135D-DF79,PR2186,5,4,4,3,0,3,4,4
078A-E0F5,PR2187,4,3,4,3,0,5,3,2
401F-CC71,PR2188,4,4,4,3,2,5,5,5
141B-D354,PR2189,4,4,2,2,3,5,3,2
2EC6-E2E0,PR219,3,4,3,3,1,4,3,2
9F17-01F4,PR2190,3,4,5,1,0,4,4,3
93FF-A33D,PR2191,3,2,2,3,2,2,4,4
FD1A-92C2,PR2192,3,2,3,3,3,5,5,4
A687-74F8,PR2193,3,5,4,1,3,2,4,4
ECDA-E9F0,PR2194,4,3,4,2,1,4,3,3
22C9-83A6,PR2195,4,3,5,1,0,3,4,3
F469-0427,PR2196,3,3,5,1,1,5,3,2
3051-927B,PR2197,4,2,5,2,1,5,4,4
1EA5-85A8,PR2198,3,5,5,1,0,4,5,4
E861-52CB,PR2199,4,4,3,3,3,5,5,4
91C3-F892,PR22,5,2,2,3,1,2,4,4
B6B9-E5BE,PR220,4,5,4,2,1,2,4,4
5C28-D944,PR2200,5,3,4,1,0,2,5,4
E8B6-8BAE,PR2201,3,4,2,3,2,5,4,3
3A0A-B70A,PR2202,4,5,2,1,1,4,4,4
812D-7475,PR2203,5,2,2,1,1,2,4,3
38D7-6BB9,PR2204,4,4,3,1,3,5,5,5
28CA-379D,PR2205,4,4,5,3,0,4,4,3
7A23-F185,PR2206,4,4,3,2,2,3,3,3
598D-E3B4,PR2207,5,2,4,1,0,3,5,5
64C2-2806,PR2208,5,5,2,2,2,5,5,4
6BC3-7371,PR2209,5,5,4,2,2,2,5,5
46E1-5086,PR221,3,2,5,2,1,2,4,3
4626-5168,PR2210,3,3,5,2,1,5,4,3
AA6C-B0D6,PR2211,4,3,4,3,1,2,4,4
EFF6-9543,PR2212,3,2,5,3,1,5,5,4
56D1-790E,PR2213,5,2,5,1,3,2,4,4
531D-788E,PR2214,5,3,2,3,1,3,4,4
1480-131D,PR2215,4,5,2,1,0,4,5,5
8700-828F,PR2216,4,3,4,1,0,4,4,3
9C71-61AE,PR2217,3,4,5,3,1,5,5,5
B77D-2FBD,PR2218,4,4,4,3,0,3,3,3
5A8A-1547,PR2219,3,4,2,1,0,2,4,3
7CFC-C4DA,PR222,5,2,5,3,2,5,3,3
A409-0113,PR2220,4,4,4,3,1,2,3,2
543B-0EE5,PR2221,4,3,5,3,1,4,3,3
4795-4D3F,PR2222,5,3,5,2,2,3,4,3
BE54-B2AF,PR2223,4,5,4,2,0,3,4,3
2114-EC1F,PR2224,3,4,2,3,0,4,3,2
CA98-86ED,PR2225,3,4,4,1,1,5,3,3
5DBA-93C9,PR2226,5,4,5,1,0,5,5,5
C3C0-349E,PR2227,5,3,3,2,0,2,3,2
CAA0-3971,PR2228,5,3,3,2,2,3,4,3
32F1-6903,PR2229,4,3,4,1,2,4,5,5
D186-CBF5,PR223,5,2,2,2,0,4,3,3
E681-7B57,PR2230,4,5,4,3,0,5,3,3
14CF-051D,PR2231,3,3,5,3,1,2,3,2
6576-8773,PR2232,4,2,2,2,1,3,5,5
ECD4-3FF7,PR2233,4,2,4,1,0,2,5,4
B727-FCF9,PR2234,3,5,2,1,1,4,3,3
26A0-5791,PR2235,5,4,4,2,2,5,3,2
CF4C-5525,PR2236,5,5,5,1,0,4,4,4
F749-A0E8,PR2237,3,5,4,3,0,4,3,2
422B-53AC,PR2238,5,5,2,2,1,5,3,2
AAD3-BCC1,PR2239,5,3,4,3,0,2,5,4
F245-F338,PR224,3,3,2,3,2,3,3,2
921D-AE10,PR2240,4,4,5,2,1,2,4,4
6280-B47F,PR2241,3,5,5,3,2,4,4,4
00E4-3D60,PR2242,4,3,3,3,3,2,5,5
E368-3CF3,PR2243,3,2,3,3,1,3,3,2
7B84-8387,PR2244,5,4,2,3,1,5,5,4
D380-A175,PR2245,5,3,4,2,3,3,4,4
078D-B654,PR2246,5,3,2,1,1,3,4,4
F1A4-58F5,PR2247,5,5,3,2,3,5,3,3
D6AB-ED90,PR2248,3,3,3,1,0,4,3,3
0D92-C1D0,PR2249,5,2,2,3,0,3,3,2
A3AE-B510,PR225,3,5,4,2,2,3,3,3
C1BA-AB7C,PR2250,4,4,5,3,3,3,4,4
FBAF-649F,PR2251,4,4,3,2,0,2,4,4
F45B-1442,PR2252,4,4,3,1,1,5,5,4
DB6C-3B2F,PR2253,5,2,3,1,0,4,3,3
DC50-0336,PR2254,4,4,3,2,1,4,3,2
D051-2C2D,PR2255,5,2,4,1,1,5,5,4
FC2A-4F21,PR2256,5,3,2,3,0,5,5,4
4044-F6D4,PR2257,3,3,5,2,0,3,3,3
380E-44B4,PR2258,4,2,3,2,1,3,4,3
D8E6-5593,PR2259,4,5,4,2,3,2,4,4
116F-33F1,PR226,4,5,2,3,1,5,3,2
D210-D451,PR2260,5,2,2,3,0,3,5,4
7ED6-BEC8,PR2261,4,4,3,3,3,3,3,2
C4F7-E118,PR2262,3,5,2,2,1,2,5,5
1268-3038,PR2263,3,3,3,3,2,5,5,4
6725-A678,PR2264,3,5,2,2,2,4,5,4
5154-0F13,PR2265,5,4,3,3,3,4,3,2
6135-885F,PR2266,4,5,4,2,0,4,4,4
E496-0D9E,PR2267,3,2,4,3,1,3,3,2
DC3D-9231,PR2268,4,5,2,3,2,5,5,5
CE47-9991,PR2269,4,2,2,3,3,3,3,2
B140-AF36,PR227,4,3,2,2,2,5,3,3
B684-6C98,PR2270,5,2,2,2,1,5,4,3
30CC-0FDE,PR2271,5,4,5,3,3,2,3,3
5E73-CE19,PR2272,4,4,4,2,1,5,5,4
E442-5985,PR2273,4,3,5,2,2,4,4,4
6614-06D8,PR2274,3,4,2,3,3,4,4,4
372C-E204,PR2275,4,2,5,1,1,2,5,4
A4FE-424E,PR2276,3,5,5,1,1,3,5,5
6A2B-42DB,PR2277,5,5,4,2,1,4,5,5
5021-423E,PR2278,4,3,5,2,0,4,5,5
E3B6-49F8,PR2279,4,3,4,1,1,2,5,4
04D3-B8D3,PR228,5,4,2,3,1,2,4,4
964B-0E97,PR2280,4,2,5,3,2,3,4,3
2BF6-ACD3,PR2281,4,2,4,3,2,4,4,3
6163-2BE8,PR2282,5,3,2,1,0,5,3,3
5982-CF7A,PR2283,4,2,3,2,1,5,3,3
6051-1F41,PR2284,3,4,2,3,1,2,5,4
63BF-A86A,PR2285,4,2,4,1,2,4,4,4
6D1C-BAF1,PR2286,3,4,2,2,1,5,4,3
CE3C-15A7,PR2287,3,2,4,1,1,3,4,3
